,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud,State
670,464,joshua00@hotmail.com,7dmekh44,yimubh,29bqx7jkh,0,paypal,JCB 16 digit,11,0,fulfilled,130,+96(0)1872091077,y04p9bz3r8dmmcpqxgzm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"44361 Amy Curve
South Erictown, MN 32004",5,4,2,False,MN
671,465,joshua00@hotmail.com,rh1bddbi,jjuevb,29bqx7jkh,0,paypal,JCB 16 digit,47,0,failed,130,+96(0)1872091077,y04p9bz3r8dmmcpqxgzm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"44361 Amy Curve
South Erictown, MN 32004",5,4,2,False,MN
672,466,joshua00@hotmail.com,ys8gd1yz,jjuevb,29bqx7jkh,0,paypal,JCB 16 digit,47,1,failed,130,+96(0)1872091077,y04p9bz3r8dmmcpqxgzm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"44361 Amy Curve
South Erictown, MN 32004",5,4,2,False,MN
673,467,joshua00@hotmail.com,6x8h7znc,moxei5,29bqx7jkh,0,paypal,JCB 16 digit,24,0,fulfilled,130,+96(0)1872091077,y04p9bz3r8dmmcpqxgzm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"44361 Amy Curve
South Erictown, MN 32004",5,4,2,False,MN
674,468,joshua00@hotmail.com,miiyptdl,pupkd9,29bqx7jkh,0,paypal,JCB 16 digit,48,0,fulfilled,130,+96(0)1872091077,y04p9bz3r8dmmcpqxgzm,a06a:af58:8d50:fe02:b3b5:a1d2:9251:9dec,"44361 Amy Curve
South Erictown, MN 32004",5,4,2,False,MN
675,469,veronica42@stokes.com,6dwhx2bc,5m0otl,bdsvwrzwf,0,card,Mastercard,33,0,fulfilled,131,111.180.1112x63480,s9jcp2b4ojffrdp99g95,f6b0:e228:1624:ac40:2b2e:e2d2:ff04:90ac,"51448 Robert Flat Suite 980
Williamsmouth, FL 67487-5651",1,1,1,False,FL
676,470,cindydeleon@yahoo.com,5ndeff4q,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,1,fulfilled,132,01524024300,jy8lgca2hto8r58zw5oo,2ebe:381c:151a:9df5:65f5:808f:103d:d128,"USNS Ramos
FPO AE 16248",4,1,2,False,
677,471,cindydeleon@yahoo.com,efvuhjx7,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,0,fulfilled,132,01524024300,jy8lgca2hto8r58zw5oo,2ebe:381c:151a:9df5:65f5:808f:103d:d128,"USNS Ramos
FPO AE 16248",4,1,2,False,
678,472,cindydeleon@yahoo.com,exdzrfbl,fng05a,i06wwil9n,0,card,Diners Club / Carte Blanche,14,1,fulfilled,132,01524024300,jy8lgca2hto8r58zw5oo,2ebe:381c:151a:9df5:65f5:808f:103d:d128,"USNS Ramos
FPO AE 16248",4,1,2,False,
679,473,cindydeleon@yahoo.com,n78bpcgi,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,1,fulfilled,132,01524024300,jy8lgca2hto8r58zw5oo,2ebe:381c:151a:9df5:65f5:808f:103d:d128,"USNS Ramos
FPO AE 16248",4,1,2,False,
680,474,kyle64@stephens-ortiz.com,bb7h3ho1,r8icbb,kus94zksp,1,card,JCB 16 digit,50,0,fulfilled,134,587.550.8830x64152,tvq298xvzj7zla68uz5h,196.30.166.8,"42423 Marco Summit
New Mark, FM 17715",5,4,1,False,FM
681,475,kyle64@stephens-ortiz.com,atmrshug,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled,134,587.550.8830x64152,tvq298xvzj7zla68uz5h,196.30.166.8,"42423 Marco Summit
New Mark, FM 17715",5,4,1,False,FM
682,476,kyle64@stephens-ortiz.com,jv2aw7ft,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,1,fulfilled,134,587.550.8830x64152,tvq298xvzj7zla68uz5h,196.30.166.8,"42423 Marco Summit
New Mark, FM 17715",5,4,1,False,FM
683,477,kyle64@stephens-ortiz.com,2ymlir6k,7vjixz,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled,134,587.550.8830x64152,tvq298xvzj7zla68uz5h,196.30.166.8,"42423 Marco Summit
New Mark, FM 17715",5,4,1,False,FM
684,478,kyle64@stephens-ortiz.com,vn7ys0h2,670ajr,kus94zksp,1,card,JCB 16 digit,13,0,fulfilled,134,587.550.8830x64152,tvq298xvzj7zla68uz5h,196.30.166.8,"42423 Marco Summit
New Mark, FM 17715",5,4,1,False,FM
685,479,jordanthomas@hayes-wilson.biz,ut8a5hyw,rsdztj,fgfa24tpk,0,card,Mastercard,48,0,fulfilled,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,False,MA
686,480,jordanthomas@hayes-wilson.biz,t4zal6wo,mk3o8e,fgfa24tpk,0,card,Mastercard,30,0,failed,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,False,MA
687,481,jordanthomas@hayes-wilson.biz,4ibeew3x,ebz04t,pf64zbjh1,0,card,VISA 13 digit,47,0,fulfilled,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,False,MA
688,482,jordanthomas@hayes-wilson.biz,vn79akmv,anb5hm,fgfa24tpk,0,card,Mastercard,26,0,fulfilled,135,+36(0)4967812825,sfx5nec64m3aczye0lb4,227.48.202.65,"818 Andre Ferry
South Christopher, MA 53275",4,4,3,False,MA
689,483,aliciaanthony@martin.com,d27dmlyt,dzj9zm,5tyvyueom,0,card,Maestro,45,0,fulfilled,136,+77(2)4526373005,9iac2it77dm615ucymx3,110.221.131.62,"265 Marisa Keys
Lynchmouth, WV 63252-7526",3,3,1,True,WV
690,484,aliciaanthony@martin.com,m5ojvu3i,od1sqr,5tyvyueom,0,card,Maestro,39,0,fulfilled,136,+77(2)4526373005,9iac2it77dm615ucymx3,110.221.131.62,"265 Marisa Keys
Lynchmouth, WV 63252-7526",3,3,1,True,WV
691,485,aliciaanthony@martin.com,jxosraoj,ijyrzl,5tyvyueom,0,card,Maestro,11,0,fulfilled,136,+77(2)4526373005,9iac2it77dm615ucymx3,110.221.131.62,"265 Marisa Keys
Lynchmouth, WV 63252-7526",3,3,1,True,WV
692,486,jenniferperry@hotmail.com,090ujaux,ljcxnj,islfepdzb,0,card,Voyager,22,0,fulfilled,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,False,PW
693,487,jenniferperry@hotmail.com,yypw7n1d,cktnv9,45ddgqcnf,0,card,Diners Club / Carte Blanche,15,0,fulfilled,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,False,PW
694,488,jenniferperry@hotmail.com,s0yyt7of,d67lcv,45ddgqcnf,0,card,Diners Club / Carte Blanche,30,0,failed,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,False,PW
695,489,jenniferperry@hotmail.com,4ozk9f09,wpgaj2,islfepdzb,0,card,Voyager,19,0,failed,138,+27(2)4721167637,u4gxqno1iwgs4cn6502c,202.230.239.182,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",4,4,2,False,PW
696,490,lsanchez@hotmail.com,ogpqwzrl,cyrly6,8iizua67d,0,card,Maestro,40,0,fulfilled,140,00256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,False,CA
697,491,lsanchez@hotmail.com,r8ka9avu,u5yw78,8iizua67d,0,card,Maestro,12,0,fulfilled,140,00256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,False,CA
698,492,lsanchez@hotmail.com,q5ua8ylu,44e4nh,8iizua67d,0,card,Maestro,35,0,fulfilled,140,00256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,False,CA
699,493,lsanchez@hotmail.com,3q7pfnul,v91d47,8iizua67d,0,card,Maestro,23,0,fulfilled,140,00256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,False,CA
700,494,lsanchez@hotmail.com,nm9dlvgw,v91d47,8iizua67d,0,card,Maestro,23,1,fulfilled,140,00256720158,o9cdi8b4zhrzzvp0hl2f,49.219.239.140,"044 Ronnie Run
South Dawn, CA 49202-3034",5,4,2,False,CA
701,495,christinemills@mcgee.com,xo0ezry0,320w72,1dcru1vlg,0,card,Voyager,35,0,fulfilled,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,True,CA
702,496,christinemills@mcgee.com,0ag8hv7x,rih88w,1dcru1vlg,0,card,Voyager,15,0,fulfilled,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,True,CA
703,497,christinemills@mcgee.com,f0iufxzu,e5iy2q,1dcru1vlg,0,card,Voyager,45,0,fulfilled,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,True,CA
704,498,christinemills@mcgee.com,0tnloyfm,npcwlm,xrqpqnjba,0,paypal,Voyager,13,0,fulfilled,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,True,CA
705,499,christinemills@mcgee.com,d4oenk4o,hnt2yf,xrqpqnjba,0,paypal,Voyager,17,0,failed,141,(651)355-4709,zbn9it3s7yl69bjtrnqf,45.203.99.249,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",5,5,2,True,CA
706,500,cuevasvicki@gmail.com,i8w9h2cd,xtzm8c,eyvv5ubc3,0,card,Maestro,33,1,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
707,501,cuevasvicki@gmail.com,sjy0l8ad,xtzm8c,h5wy1uso1,0,card,JCB 16 digit,33,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
708,502,cuevasvicki@gmail.com,5pau86iw,ol00gi,h5wy1uso1,0,card,JCB 16 digit,37,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
709,503,cuevasvicki@gmail.com,qblmwgfm,imah49,eyvv5ubc3,0,card,Maestro,49,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
710,504,cuevasvicki@gmail.com,7dm6i2pb,vbcgbn,ssnalg5vb,0,paypal,Maestro,14,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
711,505,cuevasvicki@gmail.com,pihkylay,syx6hl,h5wy1uso1,0,card,JCB 16 digit,26,0,fulfilled,142,347-432-4171,gjieqcwj7nq91qkgdqb1,89f4:de6f:d732:11dd:c56:c6e1:ce7a:d888,"69632 Baker Prairie Suite 013
Gonzalezhaven, UT 17435",6,5,3,False,UT
712,506,mitchellgriffith@yahoo.com,2t7q4sjh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,0,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
713,507,mitchellgriffith@yahoo.com,aegdz9wr,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
714,508,mitchellgriffith@yahoo.com,d4f44rhh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
715,509,mitchellgriffith@yahoo.com,p4bjmsol,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
716,510,mitchellgriffith@yahoo.com,qybsml7x,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
717,511,mitchellgriffith@yahoo.com,zjplyhca,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
718,512,mitchellgriffith@yahoo.com,m8zl1qvt,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,1,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
719,513,mitchellgriffith@yahoo.com,nb7tswnn,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,0,fulfilled,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
720,514,mitchellgriffith@yahoo.com,0yqd9taf,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
721,515,mitchellgriffith@yahoo.com,91xu5lzd,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
722,516,mitchellgriffith@yahoo.com,e6kpuach,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
723,517,mitchellgriffith@yahoo.com,mv2yyjg1,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
724,518,mitchellgriffith@yahoo.com,naq0x1ex,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,0,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
725,519,mitchellgriffith@yahoo.com,sffxzqww,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
726,520,mitchellgriffith@yahoo.com,ykdbfnin,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending,143,1-321-386-6855x0101,72stamnugxuz9ls1xx98,158.185.147.61,"Unit 6719 Box 6044
DPO AE 33534",15,3,1,False,
727,521,gwilcox@hotmail.com,nzot2cqt,3h6s5x,ymqtqgnsg,0,card,JCB 16 digit,49,0,fulfilled,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
728,522,gwilcox@hotmail.com,fn9a0hml,k147nh,bddoq1fwc,0,card,Diners Club / Carte Blanche,63,0,fulfilled,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
729,523,gwilcox@hotmail.com,p22jityx,tv616g,p4of42zn1,0,card,Diners Club / Carte Blanche,55,1,pending,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
730,524,gwilcox@hotmail.com,6fm14ue0,3d0ip4,xlsn61ipv,1,card,VISA 13 digit,62,0,fulfilled,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
731,525,gwilcox@hotmail.com,rs1oex3s,3d0ip4,xlsn61ipv,1,card,VISA 13 digit,62,1,fulfilled,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
732,526,gwilcox@hotmail.com,ywydanw2,x9b0us,xlsn61ipv,1,card,VISA 13 digit,73,0,fulfilled,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
733,527,gwilcox@hotmail.com,dsjvchs7,wa8h1e,xlsn61ipv,1,card,VISA 13 digit,68,0,pending,144,1-114-728-2835x715,3pfhcvbn8itarkhxl087,168.56.122.190,"77436 Denise Key Suite 828
Mayschester, AR 65254-4549",7,6,5,True,AR
734,528,victorgarcia@gmail.com,kzb8h607,gniwi1,4y1kp0vsv,0,card,Maestro,34,0,fulfilled,145,937-523-6702x7281,1597k0yfivb94139vcj0,184.74.109.237,"PSC 9769, Box 5820
APO AP 17294",1,1,1,False,BoxAPOAP
735,529,brittany60@yahoo.com,r53rt9lh,8s2s9r,lp97onnto,0,bitcoin,Diners Club / Carte Blanche,47,0,fulfilled,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,False,PR
736,530,brittany60@yahoo.com,dl1cdscx,wbvdcq,qp0jwedbw,0,card,VISA 13 digit,34,0,failed,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,False,PR
737,531,brittany60@yahoo.com,ahtln53x,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,0,fulfilled,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,False,PR
738,532,brittany60@yahoo.com,pi3n5nzn,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,1,fulfilled,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,False,PR
739,533,brittany60@yahoo.com,7zpfyxyn,w10bby,qp0jwedbw,0,card,VISA 13 digit,50,0,fulfilled,146,(172)959-5151,55uutypnlt0dve5gnzpx,174.86.116.243,"603 Sophia Flat Suite 158
South Wandaland, PR 07273-7503",5,4,2,False,PR
740,534,fharris@hotmail.com,cr54660y,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,False,KY
741,535,fharris@hotmail.com,ikfxbvy8,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,0,failed,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,False,KY
742,536,fharris@hotmail.com,t9235lna,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,False,KY
743,537,fharris@hotmail.com,0eptxbrk,mchypz,orf4mjxo2,0,card,VISA 16 digit,29,0,fulfilled,147,828.921.8126,vq9wb7q19vwuirk37dcn,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"5434 Olivia Junctions Suite 109
Crosbymouth, KY 63938",4,2,1,False,KY
744,538,mercedesfinley@roman.org,s7r7mdlh,lt844q,yq0785i1q,0,card,American Express,27,0,fulfilled,148,569-710-0646x4095,qh7i8ad23hd5vosiuj5j,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"03028 Brown Spring Suite 348
Elliottchester, WY 10834",5,5,4,False,WY
745,539,mercedesfinley@roman.org,xraiaun9,50o0jf,yq0785i1q,0,card,American Express,19,0,fulfilled,148,569-710-0646x4095,qh7i8ad23hd5vosiuj5j,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"03028 Brown Spring Suite 348
Elliottchester, WY 10834",5,5,4,False,WY
746,540,mercedesfinley@roman.org,r3ornrhq,kxbs9c,zim2ivw3x,0,card,Diners Club / Carte Blanche,37,0,fulfilled,148,569-710-0646x4095,qh7i8ad23hd5vosiuj5j,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"03028 Brown Spring Suite 348
Elliottchester, WY 10834",5,5,4,False,WY
747,541,mercedesfinley@roman.org,spnrmftf,ew151g,zim2ivw3x,0,card,Diners Club / Carte Blanche,25,0,fulfilled,148,569-710-0646x4095,qh7i8ad23hd5vosiuj5j,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"03028 Brown Spring Suite 348
Elliottchester, WY 10834",5,5,4,False,WY
748,542,mercedesfinley@roman.org,kzj11whl,d993dt,muqv21w62,0,apple pay,VISA 13 digit,22,0,fulfilled,148,569-710-0646x4095,qh7i8ad23hd5vosiuj5j,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"03028 Brown Spring Suite 348
Elliottchester, WY 10834",5,5,4,False,WY
749,543,1yf0@jedyz63t,foo56851,gcop7b,igpmsjd73,0,paypal,Mastercard,38,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
750,544,1yf0@jedyz63t,drngwa51,eftfwy,0l7kszls7,0,card,VISA 13 digit,11,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
751,545,1yf0@jedyz63t,5010w1m2,1ca3sy,vej6hz0vq,0,card,Maestro,45,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
752,546,1yf0@jedyz63t,xyavqxjg,1ca3sy,0l7kszls7,0,card,VISA 13 digit,45,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
753,547,1yf0@jedyz63t,84xwwv0d,is64fx,igpmsjd73,0,paypal,Mastercard,18,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
754,548,1yf0@jedyz63t,67o717jo,st9dv0,igpmsjd73,0,paypal,Mastercard,12,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
755,549,1yf0@jedyz63t,7nib2tyk,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,0,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
756,550,1yf0@jedyz63t,cnion0pc,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
757,551,1yf0@jedyz63t,i4edjdey,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
758,552,1yf0@jedyz63t,pkc9dfn2,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled,151,463-609-3475,j3a0155srqw0yeqvbgps,1fe2:1fa3:2a6f:845d:1037:2dac:2831:9d50,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",10,5,4,True,NC
759,553,thomasryan@conrad.net,6bvyi75n,wdeprg,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,49,0,fulfilled,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,False,HI
760,554,thomasryan@conrad.net,a2iekqhg,jtoc3i,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,12,0,fulfilled,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,False,HI
761,555,thomasryan@conrad.net,mijozk3a,jtoc3i,n5z9rxst8,0,apple pay,American Express,12,1,fulfilled,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,False,HI
762,556,thomasryan@conrad.net,bgc001g0,szs0n9,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,22,1,pending,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,False,HI
763,557,thomasryan@conrad.net,oys0c9e5,szs0n9,n5z9rxst8,0,apple pay,American Express,22,0,pending,152,1-192-434-2783,spoo36hycxgbo0y2tap7,3.225.227.70,"00373 Hicks Keys Suite 407
Millerside, HI 98544-8185",5,3,2,False,HI
